BusinessSegment,BusinessFunction,BusinessUnit,Facility,Division,Region,Market,StreetAddress,City,State,State_Name,Zip,Latitude,Longitude,STORE_TYPE_CODE,Store_Type_Text,OPEN_STATUS_CODE,OPEN_STATUS_DESC,OPEN_DATE,CLOSE_DATE,Facility_Sqft,DC_TYPE,DC_TYPE_DESC,SVC,SVC watch list,RPZ Rate,Complex Store,Complex Market,Turnaround,Academy,RPZ Watch List,Challenging,Base Division,Current_HC,County Name,FY20 Watch List
Walmart,Field Facility,Supercenter,1,B - CENTRAL,42 - ARKANSAS/ NE OK,323,2110 W Walnut St,Rogers,AR,Arkansas,72756,36.3339429284647,-94.1475050791985,U,SuperCenter,5,"Old,more than 13 months since re-grand",1962-07-02,,201314,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,415,Benton,
Walmart,Field Facility,Supercenter,2,B - CENTRAL,42 - ARKANSAS/ NE OK,322,161 N Walmart Dr,Harrison,AR,Arkansas,72601,36.2666813275594,-93.1388021261507,U,SuperCenter,5,"Old,more than 13 months since re-grand",1964-08-01,,181701,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,350,Boone,
Walmart,Field Facility,Supercenter,3,A - SOUTHEAST,2 - NORTH GEORGIA,21,30983 Highway 441 S,Commerce,GA,Georgia,30529,34.2461213237222,-83.4587284292705,U,SuperCenter,5,"Old,more than 13 months since re-grand",1988-04-12,,151980,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,283,Banks,
Walmart,Field Facility,Supercenter,4,B - CENTRAL,42 - ARKANSAS/ NE OK,323,2901 Highway 412 E,Siloam Springs,AR,Arkansas,72761,36.1812570937384,-94.5127559559901,U,SuperCenter,5,"Old,more than 13 months since re-grand",1965-08-01,,184435,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,367,Benton,
Walmart,Field Facility,Supercenter,5,B - CENTRAL,42 - ARKANSAS/ NE OK,326,1155 Highway 65 N,Conway,AR,Arkansas,72032,35.109314910729,-92.4403282114797,U,SuperCenter,5,"Old,more than 13 months since re-grand",1972-05-01,,180161,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,335,FAULKNER,
Walmart,Support,Walmart US,6,X - RETAIL - ADMIN SUBDIVISION X,98 - RETAIL - ADMIN REGION 98,998,702 SW 8th St,Bentonville,AR,Arkansas,72716,36.3644094377361,-94.2167818941327,G,General Office,2,"New,open 13 months or more",1997-08-01,,0,0,NOT ASSIGNED,,,0,All Other,All Other,All Other,All Other,,All Other,1,0,Benton,
Walmart,Field Facility,Supercenter,7,B - CENTRAL,42 - ARKANSAS/ NE OK,326,9053 Highway 107,Sherwood,AR,Arkansas,72120,34.837136417794,-92.2317864252534,U,SuperCenter,5,"Old,more than 13 months since re-grand",1967-10-01,,206528,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,343,Pulaski,
Walmart,Field Facility,Supercenter,8,B - CENTRAL,42 - ARKANSAS/ NE OK,326,1621 E Harding St,Morrilton,AR,Arkansas,72110,35.1691396182661,-92.7241510724643,U,SuperCenter,5,"Old,more than 13 months since re-grand",1967-10-01,,123369,0,NOT ASSIGNED,WM $40MM - $60MM,N,0,N,N,N,N,,All Other,1,215,Conway,
Walmart,Field Facility,Supercenter,9,B - CENTRAL,40 - MISSOURI/ E KS,335,1303 S Main St,Sikeston,MO,Missouri,63801,36.8591529514442,-89.5835344059573,U,SuperCenter,5,"Old,more than 13 months since re-grand",1968-03-01,,205540,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,321,New Madrid,
Walmart,Field Facility,Supercenter,10,B - CENTRAL,42 - ARKANSAS/ NE OK,347,2020 S Muskogee Ave,Tahlequah,OK,Oklahoma,74464,35.8889463547971,-94.9772684271168,U,SuperCenter,5,"Old,more than 13 months since re-grand",1968-07-30,,182721,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,355,Cherokee,
Walmart,Field Facility,Supercenter,11,B - CENTRAL,42 - ARKANSAS/ NE OK,328,65 Wal Mart Dr,Mountain Home,AR,Arkansas,72653,36.3567619194008,-92.3410590594393,U,SuperCenter,5,"Old,more than 13 months since re-grand",1968-03-01,,220167,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,401,Baxter,
Walmart,Field Facility,Supercenter,12,B - CENTRAL,42 - ARKANSAS/ NE OK,347,1500 S Lynn Riggs Blvd,Claremore,OK,Oklahoma,74017,36.2949656230148,-95.6291025592207,U,SuperCenter,5,"Old,more than 13 months since re-grand",1968-07-01,,173675,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,294,Rogers,
Walmart,Field Facility,Supercenter,13,B - CENTRAL,40 - MISSOURI/ E KS,334,2705 S Grand Ave,Carthage,MO,Missouri,64836,37.140240554096,-94.310732191408,U,SuperCenter,5,"Old,more than 13 months since re-grand",1968-11-01,,152425,0,NOT ASSIGNED,WM $60MM - $80MM,N,0,N,N,N,N,,All Other,1,266,Jasper,
Walmart,Field Facility,Supercenter,14,B - CENTRAL,40 - MISSOURI/ E KS,357,1800 S Jefferson Ave,Lebanon,MO,Missouri,65536,37.6624651247159,-92.6492851904074,U,SuperCenter,5,"Old,more than 13 months since re-grand",1969-04-01,,179958,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,351,Laclede,
Walmart,Field Facility,Supercenter,15,B - CENTRAL,40 - MISSOURI/ E KS,333,1310 Preacher Roe Blvd,West Plains,MO,Missouri,65775,36.7144243737689,-91.8740418579322,U,SuperCenter,5,"Old,more than 13 months since re-grand",1969-05-06,,201788,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,336,Howell,
Walmart,Field Facility,Supercenter,16,B - CENTRAL,42 - ARKANSAS/ NE OK,321,2214 Fayetteville Rd,Van Buren,AR,Arkansas,72956,35.4689280127798,-94.3561416391358,U,SuperCenter,5,"Old,more than 13 months since re-grand",1969-04-01,,188222,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,312,Crawford,
Walmart,Field Facility,Supercenter,17,B - CENTRAL,40 - MISSOURI/ E KS,334,3200 Lusk Dr,Neosho,MO,Missouri,64850,36.8380264371503,-94.3952088426475,U,SuperCenter,5,"Old,more than 13 months since re-grand",1969-05-01,,180790,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,304,Newton,
Walmart,Field Facility,Supercenter,18,B - CENTRAL,42 - ARKANSAS/ NE OK,328,1211 Highway 367 N,Newport,AR,Arkansas,72112,35.617058490566,-91.2520286898359,U,SuperCenter,5,"Old,more than 13 months since re-grand",1969-11-01,,123334,0,NOT ASSIGNED,WM $40MM - $60MM,N,0,N,N,N,N,,All Other,1,180,Jackson,
Walmart,Field Facility,Supercenter,19,B - CENTRAL,40 - MISSOURI/ E KS,335,333 S Westwood Blvd,Poplar Bluff,MO,Missouri,63901,36.7551733651331,-90.4085023757291,U,SuperCenter,2,"New,open 13 months or more",1990-04-03,,212503,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,Y,,All Other,1,375,Butler,
Walmart,Field Facility,Supercenter,20,B - CENTRAL,40 - MISSOURI/ E KS,357,1712 E Ohio St,Clinton,MO,Missouri,64735,38.3660887602462,-93.7493298890531,U,SuperCenter,5,"Old,more than 13 months since re-grand",1970-10-01,,151980,0,NOT ASSIGNED,WM $60MM - $80MM,N,0,N,N,N,N,,All Other,1,236,Henry,
Walmart,Field Facility,Supercenter,21,B - CENTRAL,40 - MISSOURI/ E KS,336,185 Saint Robert Blvd,Saint Robert,MO,Missouri,65584,37.8241844997572,-92.1534590077973,U,SuperCenter,5,"Old,more than 13 months since re-grand",1970-03-01,,184435,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,323,Pulaski,
Walmart,Field Facility,Supercenter,22,B - CENTRAL,42 - ARKANSAS/ NE OK,347,4901 S Mill St,Pryor,OK,Oklahoma,74361,36.2638133291237,-95.3327631717139,U,SuperCenter,5,"Old,more than 13 months since re-grand",1970-10-01,,183993,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,276,Mayes,
Walmart,Field Facility,Supercenter,23,B - CENTRAL,13 - LOUISIANA/ S MS,135,1201 N Service Rd E,Ruston,LA,Louisiana,71270,32.5408471168537,-92.6240524644222,U,SuperCenter,5,"Old,more than 13 months since re-grand",1970-11-01,,199026,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,348,Lincoln,
Walmart,Field Facility,Supercenter,24,B - CENTRAL,42 - ARKANSAS/ NE OK,326,2000 John Harden Dr,Jacksonville,AR,Arkansas,72076,34.8846016110525,-92.1098356727498,U,SuperCenter,5,"Old,more than 13 months since re-grand",1971-04-01,,219750,0,NOT ASSIGNED,WM $60MM - $80MM,N,0,N,N,N,N,,All Other,1,290,Pulaski,
Walmart,Field Facility,Supercenter,25,B - CENTRAL,43 - S IL/ W INDIANA,339,4820 S Clark St,Mexico,MO,Missouri,65265,39.1203285874191,-91.8934905268268,U,SuperCenter,5,"Old,more than 13 months since re-grand",1971-02-01,,183917,0,NOT ASSIGNED,WM $40MM - $60MM,N,0,N,N,N,N,,All Other,1,251,Audrain,
Walmart,Field Facility,Supercenter,26,B - CENTRAL,40 - MISSOURI/ E KS,411,5000 10th Ave,Leavenworth,KS,Kansas,66048,39.2692359334221,-94.9281488163838,U,SuperCenter,5,"Old,more than 13 months since re-grand",1970-11-01,,184129,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,312,Leavenworth,
Walmart,Field Facility,Supercenter,27,B - CENTRAL,40 - MISSOURI/ E KS,336,1101 W Highway 32,Salem,MO,Missouri,65560,37.6359328867719,-91.5460429099686,U,SuperCenter,5,"Old,more than 13 months since re-grand",1971-02-01,,109630,0,NOT ASSIGNED,WM $40MM - $60MM,N,0,N,N,N,N,,All Other,1,171,Dent,
Walmart,Field Facility,Supercenter,28,B - CENTRAL,42 - ARKANSAS/ NE OK,347,2415 N Main St,Miami,OK,Oklahoma,74354,36.9038752224913,-94.8777461217591,U,SuperCenter,5,"Old,more than 13 months since re-grand",1971-05-01,,191276,0,NOT ASSIGNED,WM $60MM - $80MM,N,0,N,N,N,N,,All Other,1,271,Ottawa,
Walmart,Field Facility,Supercenter,29,B - CENTRAL,40 - MISSOURI/ E KS,359,724 W Stadium Blvd Blv,Jefferson City,MO,Missouri,65109,38.5797831511213,-92.216156111391,U,SuperCenter,5,"Old,more than 13 months since re-grand",1971-08-24,,215308,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,377,Cole,
Walmart,Field Facility,Supercenter,30,B - CENTRAL,40 - MISSOURI/ E KS,335,2025 W Business US Highway 60,Dexter,MO,Missouri,63841,36.8021049540784,-89.9955302368496,U,SuperCenter,5,"Old,more than 13 months since re-grand",1971-11-01,,158129,0,NOT ASSIGNED,WM $60MM - $80MM,N,0,N,N,N,N,,All Other,1,243,Stoddard,
Walmart,Field Facility,Supercenter,31,B - CENTRAL,42 - ARKANSAS/ NE OK,351,3108 N Broadway St,Poteau,OK,Oklahoma,74953,35.0934210581965,-94.631415454136,U,SuperCenter,5,"Old,more than 13 months since re-grand",1971-06-01,,179648,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,275,Le Flore,
Walmart,Field Facility,Supercenter,32,B - CENTRAL,40 - MISSOURI/ E KS,333,2050 W 76 Country Blvd,Branson,MO,Missouri,65616,36.6404755304306,-93.2585064829945,R,Regular Wal-Mart,5,"Old,more than 13 months since re-grand",1971-06-01,,114188,0,NOT ASSIGNED,WM $40MM - $60MM,N,0,N,N,N,N,,All Other,1,156,Taney,
Walmart,Field Facility,Supercenter,33,B - CENTRAL,42 - ARKANSAS/ NE OK,325,1710 S 4th St,Nashville,AR,Arkansas,71852,33.9241511330214,-93.8556046056772,U,SuperCenter,5,"Old,more than 13 months since re-grand",1971-06-01,,111075,0,NOT ASSIGNED,WM $40MM - $60MM,N,0,N,N,N,N,,All Other,1,175,Howard,
Walmart,Field Facility,Supercenter,34,B - CENTRAL,40 - MISSOURI/ E KS,334,2250 Lincoln Ave,Nevada,MO,Missouri,64772,37.8342187886358,-94.3270830539216,U,SuperCenter,5,"Old,more than 13 months since re-grand",1971-11-01,,155078,0,NOT ASSIGNED,WM $60MM - $80MM,N,0,N,N,N,N,,All Other,1,251,Vernon,
Walmart,Field Facility,Supercenter,35,M - WEST,51 - NE/ IA/ CENTRAL IL,407,101 Bluemont Ave,Manhattan,KS,Kansas,66502,39.1859763151265,-96.5556194227527,U,SuperCenter,5,"Old,more than 13 months since re-grand",1971-10-01,,216557,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,390,Riley,
Walmart,Field Facility,Supercenter,36,B - CENTRAL,42 - ARKANSAS/ NE OK,329,2802 W Kingshighway,Paragould,AR,Arkansas,72450,36.0598117848457,-90.5234290167523,U,SuperCenter,5,"Old,more than 13 months since re-grand",1971-11-01,,181183,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,335,Greene,
Walmart,Field Facility,Supercenter,37,B - CENTRAL,40 - MISSOURI/ E KS,335,707 Walton Dr,Farmington,MO,Missouri,63640,37.789531105935,-90.4340896956326,U,SuperCenter,5,"Old,more than 13 months since re-grand",1971-09-01,,186299,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,349,Saint Francois,
Walmart,Field Facility,Supercenter,38,B - CENTRAL,44 - OK/ NW TEXAS/ W TEXAS,47,1907 E Washington St,Idabel,OK,Oklahoma,74745,33.8956571284715,-94.8029187193475,U,SuperCenter,5,"Old,more than 13 months since re-grand",1971-12-09,,115117,0,NOT ASSIGNED,WM $40MM - $60MM,N,0,N,N,N,N,,All Other,1,258,McCurtain,
Walmart,Field Facility,Supercenter,39,B - CENTRAL,40 - MISSOURI/ E KS,410,2500 S Main St,Fort Scott,KS,Kansas,66701,37.8078519472969,-94.7054832704404,U,SuperCenter,5,"Old,more than 13 months since re-grand",1972-03-01,,159492,0,NOT ASSIGNED,WM $40MM - $60MM,N,0,N,N,N,N,,All Other,1,203,Bourbon,
Walmart,Field Facility,Supercenter,40,B - CENTRAL,40 - MISSOURI/ E KS,359,1301 E Highway 24,Moberly,MO,Missouri,65270,39.4459099486522,-92.4198417230171,U,SuperCenter,5,"Old,more than 13 months since re-grand",1971-11-01,,177538,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,259,Randolph,
Walmart,Field Facility,Supercenter,41,B - CENTRAL,42 - ARKANSAS/ NE OK,345,4000 SE Green Country Rd,Bartlesville,OK,Oklahoma,74006,36.7396615893798,-95.932700535933,U,SuperCenter,5,"Old,more than 13 months since re-grand",1972-05-01,,199018,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,397,Washington,
Walmart,Field Facility,Supercenter,42,B - CENTRAL,40 - MISSOURI/ E KS,410,1863 CR 5300,Coffeyville,KS,Kansas,67337,37.04315,-95.5776518061581,U,SuperCenter,5,"Old,more than 13 months since re-grand",1973-02-01,,149161,0,NOT ASSIGNED,WM $40MM - $60MM,N,0,N,N,N,N,,All Other,1,183,Montgomery,
Walmart,Field Facility,Supercenter,43,M - WEST,51 - NE/ IA/ CENTRAL IL,407,521 E Chestnut St,Junction City,KS,Kansas,66441,39.021625861736,-96.8207246467946,U,SuperCenter,5,"Old,more than 13 months since re-grand",1972-05-01,,165985,0,NOT ASSIGNED,WM >=$80MM,Y,0,N,N,N,N,,All Other,1,313,Geary,
Walmart,Field Facility,Supercenter,44,B - CENTRAL,40 - MISSOURI/ E KS,336,1802 S Business 54,Eldon,MO,Missouri,65026,38.3348439865385,-92.5857338320493,R,Regular Wal-Mart,5,"Old,more than 13 months since re-grand",1972-02-01,,47558,0,NOT ASSIGNED,WM <$20MM,N,0,N,N,N,N,,All Other,1,76,Miller,
Walmart,Field Facility,Supercenter,45,B - CENTRAL,42 - ARKANSAS/ NE OK,329,1815 E Highland Dr,Jonesboro,AR,Arkansas,72401,35.8210757355363,-90.685477854903,U,SuperCenter,5,"Old,more than 13 months since re-grand",1972-08-01,,177118,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,364,Craighead,
Walmart,Field Facility,Supercenter,46,B - CENTRAL,40 - MISSOURI/ E KS,357,2451 S Springfield Ave,Bolivar,MO,Missouri,65613,37.5907650757736,-93.4016805255674,U,SuperCenter,5,"Old,more than 13 months since re-grand",1972-08-01,,191741,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,338,Polk,
Walmart,Field Facility,Supercenter,47,B - CENTRAL,42 - ARKANSAS/ NE OK,351,1101 W Ruth Ave,Sallisaw,OK,Oklahoma,74955,35.4493720640114,-94.8016793952759,U,SuperCenter,5,"Old,more than 13 months since re-grand",1972-07-01,,155850,0,NOT ASSIGNED,WM $60MM - $80MM,N,0,N,N,N,N,,All Other,1,264,Sequoyah,
Walmart,Field Facility,Supercenter,48,B - CENTRAL,40 - MISSOURI/ E KS,334,885 E US Highway 60,Monett,MO,Missouri,65708,36.9136647073381,-93.9031094181095,U,SuperCenter,5,"Old,more than 13 months since re-grand",1972-11-01,,149704,0,NOT ASSIGNED,WM $60MM - $80MM,N,0,N,N,N,N,,All Other,1,214,Barry,
Walmart,Field Facility,Supercenter,49,B - CENTRAL,44 - OK/ NW TEXAS/ W TEXAS,47,1911 E Jackson St,Hugo,OK,Oklahoma,74743,34.0063637635178,-95.4898276310429,U,SuperCenter,5,"Old,more than 13 months since re-grand",1972-10-01,,107356,0,NOT ASSIGNED,WM $40MM - $60MM,N,0,N,N,N,N,,All Other,1,170,Choctaw,
Walmart,Field Facility,Supercenter,50,B - CENTRAL,42 - ARKANSAS/ NE OK,347,268 S 7th St,Vinita,OK,Oklahoma,74301,36.6314,-95.143339116265,U,SuperCenter,5,"Old,more than 13 months since re-grand",1973-09-01,,108748,0,NOT ASSIGNED,WM $40MM - $60MM,N,0,N,N,N,N,,All Other,1,163,Craig,
Walmart,Field Facility,Supercenter,51,B - CENTRAL,43 - S IL/ W INDIANA,339,1701 N Bluff St,Fulton,MO,Missouri,65251,38.8632032388101,-91.9440668142222,U,SuperCenter,5,"Old,more than 13 months since re-grand",1973-05-01,,109630,0,NOT ASSIGNED,WM $40MM - $60MM,N,0,N,N,N,N,,All Other,1,211,Callaway,
Walmart,Field Facility,Supercenter,52,B - CENTRAL,42 - ARKANSAS/ NE OK,325,1601 Albert Pike Rd,Hot Springs,AR,Arkansas,71913,34.4929637061477,-93.0895483739864,U,SuperCenter,5,"Old,more than 13 months since re-grand",1972-07-01,,200908,0,NOT ASSIGNED,WM >=$80MM,Y,0,N,N,N,N,,All Other,1,360,Garland,
Walmart,Field Facility,Supercenter,53,T - RETAIL - ADMIN SUBDIVISION T,99 - RETAIL - ADMIN REGION 99,999,0053 Tba,Bentonville,AR,Arkansas,72716,36.36429,-94.21697,G,General Office,7,Closed,1993-02-23,2009-01-30,1,0,NOT ASSIGNED,,N,0,N,N,N,N,,All Other,1,0,Benton,
Walmart,Field Facility,Supercenter,54,B - CENTRAL,42 - ARKANSAS/ NE OK,322,2004 S Pleasant St,Springdale,AR,Arkansas,72764,36.166083515065,-94.1438098078447,U,SuperCenter,5,"Old,more than 13 months since re-grand",1972-06-01,,184412,0,NOT ASSIGNED,WM $60MM - $80MM,N,0,N,N,N,N,,All Other,1,303,Washington,
Walmart,Field Facility,Supercenter,55,B - CENTRAL,42 - ARKANSAS/ NE OK,321,1400 E Main St,Booneville,AR,Arkansas,72927,35.1415208256912,-93.9039498355288,U,SuperCenter,5,"Old,more than 13 months since re-grand",1972-10-01,,102576,0,NOT ASSIGNED,WM $20MM - $40MM,N,0,N,N,N,N,,All Other,1,154,Logan,
Walmart,Field Facility,Supercenter,56,B - CENTRAL,40 - MISSOURI/ E KS,333,1309 NW 12th Ave,Ava,MO,Missouri,65608,36.961460003241,-92.6756645674535,U,SuperCenter,5,"Old,more than 13 months since re-grand",1973-08-01,,107356,0,NOT ASSIGNED,WM $40MM - $60MM,N,0,N,N,N,N,,All Other,1,158,DOUGLAS,
Walmart,Field Facility,Supercenter,57,B - CENTRAL,42 - ARKANSAS/ NE OK,328,1600 W Main St,Walnut Ridge,AR,Arkansas,72476,36.0751167847525,-90.9740636014419,R,Regular Wal-Mart,5,"Old,more than 13 months since re-grand",1972-10-01,,62928,0,NOT ASSIGNED,WM $20MM - $40MM,N,0,N,N,N,N,,All Other,1,104,Lawrence,
Walmart,Field Facility,Supercenter,58,B - CENTRAL,42 - ARKANSAS/ NE OK,325,2409 E Main St,Russellville,AR,Arkansas,72802,35.2782881509625,-93.1047563031928,U,SuperCenter,5,"Old,more than 13 months since re-grand",1973-05-01,,203091,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,406,Pope,
Walmart,Field Facility,Supercenter,59,B - CENTRAL,40 - MISSOURI/ E KS,334,1501 S Range Line Rd,Joplin,MO,Missouri,64804,37.0737386775339,-94.4774733073338,U,SuperCenter,5,"Old,more than 13 months since re-grand",1972-05-01,,184312,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,Y,,All Other,1,390,Jasper,
Walmart,Field Facility,Supercenter,60,B - CENTRAL,43 - S IL/ W INDIANA,339,101 Highway 47 E,Troy,MO,Missouri,63379,38.9869084012468,-90.9810319466144,U,SuperCenter,5,"Old,more than 13 months since re-grand",1975-03-01,,147678,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,325,Lincoln,
Walmart,Field Facility,Supercenter,61,B - CENTRAL,40 - MISSOURI/ E KS,361,301 E Cooper Blvd,Warrensburg,MO,Missouri,64093,38.7788953529844,-93.7355448762628,U,SuperCenter,5,"Old,more than 13 months since re-grand",1972-11-01,,202597,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,320,Johnson,
Walmart,Field Facility,Supercenter,62,B - CENTRAL,42 - ARKANSAS/ NE OK,329,3700 E Main St,Blytheville,AR,Arkansas,72315,35.9289571231025,-89.8712919922477,U,SuperCenter,5,"Old,more than 13 months since re-grand",1972-11-01,,183211,0,NOT ASSIGNED,WM $60MM - $80MM,N,0,N,N,N,N,,All Other,1,248,Mississippi,
Walmart,Field Facility,Supercenter,63,B - CENTRAL,42 - ARKANSAS/ NE OK,347,410 S Dewey Ave,Wagoner,OK,Oklahoma,74467,35.9572729507184,-95.3953927321455,U,SuperCenter,5,"Old,more than 13 months since re-grand",1973-09-01,,98283,0,NOT ASSIGNED,WM $40MM - $60MM,N,0,N,N,N,N,,All Other,1,231,Wagoner,
Walmart,Field Facility,Supercenter,64,A - SOUTHEAST,12 - TENNESSEE,146,1100 S Dupree Ave,Brownsville,TN,Tennessee,38012,35.585920929766,-89.2418865636506,U,SuperCenter,5,"Old,more than 13 months since re-grand",1973-02-01,,155017,0,NOT ASSIGNED,WM $20MM - $40MM,N,0,N,N,N,N,,All Other,1,184,Haywood,
Walmart,Field Facility,Supercenter,65,B - CENTRAL,40 - MISSOURI/ E KS,336,350 Park Ridge Rd,Sullivan,MO,Missouri,63080,38.222144358553,-91.1557114970812,U,SuperCenter,5,"Old,more than 13 months since re-grand",1973-07-03,,146398,0,NOT ASSIGNED,WM $60MM - $80MM,N,0,N,N,N,N,,All Other,1,265,Franklin,
Walmart,Field Facility,Supercenter,66,B - CENTRAL,42 - ARKANSAS/ NE OK,321,230 E Market St,Clarksville,AR,Arkansas,72830,35.4500737821535,-93.4616442469162,U,SuperCenter,5,"Old,more than 13 months since re-grand",1973-08-01,,155083,0,NOT ASSIGNED,WM $60MM - $80MM,N,0,N,N,N,N,,All Other,1,292,Johnson,
Walmart,Field Facility,Supercenter,67,B - CENTRAL,42 - ARKANSAS/ NE OK,321,600 Highway 71 N,Mena,AR,Arkansas,71953,34.5864012565481,-94.2259041072502,U,SuperCenter,5,"Old,more than 13 months since re-grand",1973-07-01,,146397,0,NOT ASSIGNED,WM $60MM - $80MM,N,0,N,N,N,N,,All Other,1,265,Polk,
Walmart,Field Facility,Supercenter,68,B - CENTRAL,42 - ARKANSAS/ NE OK,329,800 Highway 64 E,Wynne,AR,Arkansas,72396,35.2516164350175,-90.7774120985132,U,SuperCenter,5,"Old,more than 13 months since re-grand",1973-08-01,,111075,0,NOT ASSIGNED,WM $40MM - $60MM,N,0,N,N,N,N,,All Other,1,189,Cross,
Walmart,Field Facility,Supercenter,69,B - CENTRAL,40 - MISSOURI/ E KS,335,650 S Truman Blvd,Festus,MO,Missouri,63028,38.2130141954452,-90.3903782458255,U,SuperCenter,5,"Old,more than 13 months since re-grand",1973-12-01,,199026,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,384,Jefferson,
Walmart,Field Facility,Supercenter,70,A - SOUTHEAST,12 - TENNESSEE,145,798 W Service Rd,West Memphis,AR,Arkansas,72301,35.16892058867,-90.1954518565829,U,SuperCenter,5,"Old,more than 13 months since re-grand",1974-07-01,,199026,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,Y,N,,All Other,1,336,Crittenden,
Walmart,Field Facility,Supercenter,71,B - CENTRAL,42 - ARKANSAS/ NE OK,328,1415 Highway 67 S,Pocahontas,AR,Arkansas,72455,36.2510042911066,-90.9629579487324,U,SuperCenter,5,"Old,more than 13 months since re-grand",1973-11-01,,128435,0,NOT ASSIGNED,WM $60MM - $80MM,N,0,N,N,N,N,,All Other,1,219,Randolph,
Walmart,Field Facility,Supercenter,72,B - CENTRAL,40 - MISSOURI/ E KS,410,2710 N Broadway St,Pittsburg,KS,Kansas,66762,37.433905697337,-94.7047606598989,U,SuperCenter,5,"Old,more than 13 months since re-grand",1974-01-01,,175499,0,NOT ASSIGNED,WM $60MM - $80MM,Y,0,N,N,N,Y,,All Other,1,309,Crawford,
Walmart,Field Facility,Supercenter,73,B - CENTRAL,42 - ARKANSAS/ NE OK,356,1002 W Taft Ave,Sapulpa,OK,Oklahoma,74066,35.9883028674084,-96.137655234605,U,SuperCenter,5,"Old,more than 13 months since re-grand",1974-10-01,,187315,0,NOT ASSIGNED,WM $60MM - $80MM,N,0,N,N,N,N,,All Other,1,271,Creek,
Walmart,Field Facility,Supercenter,74,B - CENTRAL,42 - ARKANSAS/ NE OK,329,2720 W Keiser Ave,Osceola,AR,Arkansas,72370,35.6982671320445,-90.0131704770079,U,SuperCenter,5,"Old,more than 13 months since re-grand",1973-11-01,,90210,0,NOT ASSIGNED,WM $20MM - $40MM,N,0,N,N,N,N,,All Other,1,116,Mississippi,
Walmart,Field Facility,Supercenter,75,B - CENTRAL,13 - LOUISIANA/ S MS,134,3636 Monroe Hwy,Pineville,LA,Louisiana,71360,31.3675966348669,-92.4095976358692,U,SuperCenter,5,"Old,more than 13 months since re-grand",1984-11-13,,205187,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,310,Rapides,
Walmart,Field Facility,Supercenter,76,B - CENTRAL,42 - ARKANSAS/ NE OK,322,1000 W Trimble Ave,Berryville,AR,Arkansas,72616,36.377543611311,-93.5852600717124,U,SuperCenter,5,"Old,more than 13 months since re-grand",1973-11-01,,146398,0,NOT ASSIGNED,WM $60MM - $80MM,N,0,N,N,N,N,,All Other,1,282,Carroll,
